1000	0
2000	0
3000	0
4000	0
5000	0
6000	0
7000	0
8000	0
9000	0
10000	0
11000	0
12000	0
13000	0
14000	0
15000	0
16000	0
17000	15626000
18000	0
19000	0
20000	0
21000	0
22000	0
23000	0
24000	15616000
25000	0
26000	0
27000	0
28000	0
29000	0
30000	0
31000	0
32000	0
33000	0
34000	15617000
35000	0
36000	0
37000	0
38000	15621000
39000	0
40000	0
41000	0
42000	15622000
43000	0
44000	0
45000	0
46000	15654000
47000	0
48000	0
49000	15616000
50000	0
51000	0
52000	15594000
53000	0
54000	0
55000	15621000
56000	0
57000	0
58000	15621000
59000	0
60000	0
61000	15650000
62000	0
63000	15621000
64000	0
65000	0
66000	15621000
67000	0
68000	15622000
69000	0
70000	0
71000	0
72000	0
73000	15649000
74000	0
75000	15630000
76000	0
77000	15614000
78000	0
79000	15620000
80000	0
81000	15593000
82000	0
83000	15648000
84000	0
85000	15595000
86000	0
87000	15622000
88000	0
89000	15648000
90000	0
91000	21770000
92000	7015000
93000	6991000
94000	8040000
95000	8037000
96000	8049000
97000	0
98000	15651000
99000	0
100000	15632000
101000	0
102000	0
103000	15625000
104000	0
105000	15623000
106000	15618000
107000	0
108000	0
109000	19282000
110000	9010000
111000	8980000
112000	8971000
113000	8977000
114000	5568000
115000	0
116000	0
117000	15617000
118000	15619000
119000	0
120000	0
121000	15608000
122000	15621000
123000	0
124000	0
125000	15621000
126000	15622000
127000	15650000
128000	0
129000	0
130000	15615000
131000	15621000
132000	15622000
133000	15622000
134000	0
135000	0
136000	15622000
137000	15620000
138000	15621000
139000	15622000
140000	0
141000	0
142000	0
143000	15620000
144000	15621000
145000	15633000
146000	15610000
147000	15622000
148000	15632000
149000	15612000
150000	0
151000	0
152000	0
153000	15651000
154000	15620000
155000	15622000
156000	15620000
157000	15621000
158000	15622000
159000	15625000
160000	15617000
161000	15624000
162000	15619000
163000	15622000
164000	15620000
165000	15621000
166000	15608000
167000	15608000
168000	15621000
169000	15649000
170000	0
171000	0
172000	15603000
173000	15633000
174000	15610000
175000	15621000
176000	15622000
177000	15622000
178000	15620000
179000	15621000
